image_src,title,description,province,id,address,position,mapView,scoring
https://tourismcambodia.org/storage/uploads/contents/thumb/292-thumb245x150-far-east-vacation-teuk-chhou-zoo.jpg,"ទឹកឈូរ, កម្ពុជា",The Teuk Chhou Zoo is a private zoo in Kep. It is located 2.5 km away from the provincial town. The zoo is,Kep,here:cm:namedplace:28375737,"{'label': 'ទឹកឈូរ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'ទឹកឈូរ', 'postalCode': '070208'}","{'lat': 10.67351, 'lng': 104.15533}","{'west': 103.91608, 'south': 10.53993, 'east': 104.37891, 'north': 11.02551}","{'queryScore': 0.67, 'fieldScore': {'city': 0.89}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/291-thumb245x150-phnom-sar-sear-att.jpg,"Veal Lumher,Kep City",Veal Lumher is a lovely little site tucked away in Kep Village of Kep Commune. Veal Lumher refers to the Koh,Kep,,,,,
,The​​ Mangrove Forest,"Mangroves are woody specialized types of tropical trees that tropics that live on the edge where rainforests meet oceans, collectively  exudes a unique form of natural be...",Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/301-thumb245x150-shutterstock-527980999.png,Tatay Waterfall,"The scenic beauty of the Tatay Waterfalls draws many travelers to Koh Kong. Here, visitors may climb up to",Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/300-thumb245x150-185.jpg,Koh Kong Safariworld,"Known as the “largest island in Cambodia”, Koh Mool is only a short trip from the charming town of Koh",Koh Kong,here:pds:place:116aabd1-77fc1f4437e60ff5210a72997e9b74fc,"{'lat': 11.64747, 'lng': 102.91289}","[{'lat': 11.64756, 'lng': 102.91299}]","[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}, {'id': '550-5520-0208', 'name': 'Zoo'}]","{'queryScore': 0.58, 'fieldScore': {'county': 0.86, 'placeName': 0.62}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/299-thumb245x150-khun-chhang-khun-phen-stupa.jpg,Khun Chhlagn Khun Phen Resort,The Khun Chhalgn Khun Phen Resort is situated at a strategic point in front of the provincial town of Koh,Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/298-thumb245x150-lam-da-beach-koh-kong.jpg,Lam Da Beach,"At Lam Da Beach, you can spend some time amidst sea, sand and serenity. The long stretch of golden beach",Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/297-thumb245x150-shutterstock-61481956.png,Kbal Chhay Prek Koh Waterfall,The Kbal Chhay Prek Koh Waterfalls offer spectacular views and an escape to serenity. The falls are situated i...,Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/296-thumb245x150-shutterstock-3139586.png,Sner Beach,Sner Beach is a frequently visited tourist attraction in Koh Kong. Visitors from different corners of the worl...,Koh Kong,,,,,
,The​​ Mangrove Forest,"Mangroves are woody specialized types of tropical trees that tropics that live on the edge where rainforests meet oceans, collectively  exudes a unique form of natural be...",Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/301-thumb245x150-shutterstock-527980999.png,Tatay Waterfall,"The scenic beauty of the Tatay Waterfalls draws many travelers to Koh Kong. Here, visitors may climb up to",Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/300-thumb245x150-185.jpg,Koh Kong Safariworld,"Known as the “largest island in Cambodia”, Koh Mool is only a short trip from the charming town of Koh",Koh Kong,here:pds:place:116aabd1-77fc1f4437e60ff5210a72997e9b74fc,"{'lat': 11.64747, 'lng': 102.91289}","[{'lat': 11.64756, 'lng': 102.91299}]","[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}, {'id': '550-5520-0208', 'name': 'Zoo'}]","{'queryScore': 0.58, 'fieldScore': {'county': 0.86, 'placeName': 0.62}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/299-thumb245x150-khun-chhang-khun-phen-stupa.jpg,Khun Chhlagn Khun Phen Resort,The Khun Chhalgn Khun Phen Resort is situated at a strategic point in front of the provincial town of Koh,Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/298-thumb245x150-lam-da-beach-koh-kong.jpg,Lam Da Beach,"At Lam Da Beach, you can spend some time amidst sea, sand and serenity. The long stretch of golden beach",Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/297-thumb245x150-shutterstock-61481956.png,Kbal Chhay Prek Koh Waterfall,The Kbal Chhay Prek Koh Waterfalls offer spectacular views and an escape to serenity. The falls are situated i...,Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/296-thumb245x150-shutterstock-3139586.png,Sner Beach,Sner Beach is a frequently visited tourist attraction in Koh Kong. Visitors from different corners of the worl...,Koh Kong,,,,,
,The​​ Mangrove Forest,"Mangroves are woody specialized types of tropical trees that tropics that live on the edge where rainforests meet oceans, collectively  exudes a unique form of natural be...",Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/301-thumb245x150-shutterstock-527980999.png,Tatay Waterfall,"The scenic beauty of the Tatay Waterfalls draws many travelers to Koh Kong. Here, visitors may climb up to",Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/300-thumb245x150-185.jpg,Koh Kong Safariworld,"Known as the “largest island in Cambodia”, Koh Mool is only a short trip from the charming town of Koh",Koh Kong,here:pds:place:116aabd1-77fc1f4437e60ff5210a72997e9b74fc,"{'lat': 11.64747, 'lng': 102.91289}","[{'lat': 11.64756, 'lng': 102.91299}]","[{'id': '500-5000-0053', 'name': 'Hotel', 'primary': True}, {'id': '550-5520-0208', 'name': 'Zoo'}]","{'queryScore': 0.58, 'fieldScore': {'county': 0.86, 'placeName': 0.62}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/299-thumb245x150-khun-chhang-khun-phen-stupa.jpg,Khun Chhlagn Khun Phen Resort,The Khun Chhalgn Khun Phen Resort is situated at a strategic point in front of the provincial town of Koh,Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/298-thumb245x150-lam-da-beach-koh-kong.jpg,Lam Da Beach,"At Lam Da Beach, you can spend some time amidst sea, sand and serenity. The long stretch of golden beach",Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/297-thumb245x150-shutterstock-61481956.png,Kbal Chhay Prek Koh Waterfall,The Kbal Chhay Prek Koh Waterfalls offer spectacular views and an escape to serenity. The falls are situated i...,Koh Kong,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/296-thumb245x150-shutterstock-3139586.png,Sner Beach,Sner Beach is a frequently visited tourist attraction in Koh Kong. Visitors from different corners of the worl...,Koh Kong,,,,,
,Koh Pdao,"At Koh Pdao, an island in the Mekong, visitors will find the Koh Pdao Dolphin Pool, one of the few places",Kratie,,,,,
,"ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា","It is a historical and cultural tourist spot located at Chambok commune, Prek Prasob district along the north",Kratie,here:cm:namedplace:28376604,"{'label': 'ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពង់ត្រាច', 'district': 'ភ្នំប្រាសាទ', 'postalCode': '070608'}","{'lat': 10.55661, 'lng': 104.52949}","{'west': 104.50535, 'south': 10.52989, 'east': 104.56637, 'north': 10.57545}","{'queryScore': 0.53, 'fieldScore': {'district': 0.67}}"
,"ភ្នំពេញ, កម្ពុជា",Phnom Preah is a historical and cultural site 1 km west of Chhlong Market. It has a small hermitage and a big,Kratie,here:cm:namedplace:28376519,"{'label': 'ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ'}","{'lat': 11.56261, 'lng': 104.87914}","{'west': 104.71271, 'south': 11.42143, 'east': 105.04495, 'north': 11.73651}","{'queryScore': 0.8, 'fieldScore': {'city': 0.89}}"
,"វិហារសួគ៌, ខ្សាច់កណ្ដាល, កម្ពុជា",Vihear Sarsar Mouy Rouy is a pagoda well-known for its history and as a place of pilgrimage for residents,Kratie,here:cm:namedplace:28377369,"{'label': 'វិហារសួគ៌, ខ្សាច់កណ្ដាល, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កណ្ដាល', 'city': 'ខ្សាច់កណ្ដាល', 'district': 'វិហារសួគ៌', 'postalCode': '080218'}","{'lat': 11.66559, 'lng': 105.0387}","{'west': 105.02023, 'south': 11.64464, 'east': 105.07686, 'north': 11.70146}","{'queryScore': 0.4, 'fieldScore': {'district': 0.68}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/276-thumb245x150-4di9c49r.jpg,Koh Pdao,"At Koh Pdao, an island in the Mekong, visitors will find the Koh Pdao Dolphin Pool, one of the few places",Kratie,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/275-thumb245x150-eqfd10d8.jpg,"ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា","It is a historical and cultural tourist spot located at Chambok commune, Prek Prasob district along the north",Kratie,here:cm:namedplace:28376604,"{'label': 'ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពង់ត្រាច', 'district': 'ភ្នំប្រាសាទ', 'postalCode': '070608'}","{'lat': 10.55661, 'lng': 104.52949}","{'west': 104.50535, 'south': 10.52989, 'east': 104.56637, 'north': 10.57545}","{'queryScore': 0.53, 'fieldScore': {'district': 0.67}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/274-thumb245x150-1_77.png,Kampi Picnic,"Kampi is a natural attraction in Kratie Province that is situated alongside the Mekong River, approximately 16",Kratie,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/273-thumb245x150-13618277993_5a2e9ba765_b.jpg,"សំបុក, ចិត្របុរី, កម្ពុជា",Phnom Sambok is a hill is covered by various kinds of trees labeled with scientific names. At the top of the h...,Kratie,here:cm:namedplace:28376209,"{'label': 'សំបុក, ចិត្របុរី, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ក្រចេះ', 'city': 'ចិត្របុរី', 'district': 'សំបុក', 'postalCode': '100507'}","{'lat': 12.70507, 'lng': 106.14882}","{'west': 106.01573, 'south': 12.56975, 'east': 106.31338, 'north': 12.79025}","{'queryScore': 0.55, 'fieldScore': {'district': 1.0}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/272-thumb245x150-shutterstock-1164494074.png,Kampi Dolphin Site,"Kampi is the name of a small village situated at the east bank of the Mekong River, 15km north of Kratie on",Kratie,,,,,
,Koh Pdao,"At Koh Pdao, an island in the Mekong, visitors will find the Koh Pdao Dolphin Pool, one of the few places",Kratie,,,,,
,"ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា","It is a historical and cultural tourist spot located at Chambok commune, Prek Prasob district along the north",Kratie,here:cm:namedplace:28376604,"{'label': 'ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពង់ត្រាច', 'district': 'ភ្នំប្រាសាទ', 'postalCode': '070608'}","{'lat': 10.55661, 'lng': 104.52949}","{'west': 104.50535, 'south': 10.52989, 'east': 104.56637, 'north': 10.57545}","{'queryScore': 0.53, 'fieldScore': {'district': 0.67}}"
,"ភ្នំពេញ, កម្ពុជា",Phnom Preah is a historical and cultural site 1 km west of Chhlong Market. It has a small hermitage and a big,Kratie,here:cm:namedplace:28376519,"{'label': 'ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ'}","{'lat': 11.56261, 'lng': 104.87914}","{'west': 104.71271, 'south': 11.42143, 'east': 105.04495, 'north': 11.73651}","{'queryScore': 0.8, 'fieldScore': {'city': 0.89}}"
,"វិហារសួគ៌, ខ្សាច់កណ្ដាល, កម្ពុជា",Vihear Sarsar Mouy Rouy is a pagoda well-known for its history and as a place of pilgrimage for residents,Kratie,here:cm:namedplace:28377369,"{'label': 'វិហារសួគ៌, ខ្សាច់កណ្ដាល, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កណ្ដាល', 'city': 'ខ្សាច់កណ្ដាល', 'district': 'វិហារសួគ៌', 'postalCode': '080218'}","{'lat': 11.66559, 'lng': 105.0387}","{'west': 105.02023, 'south': 11.64464, 'east': 105.07686, 'north': 11.70146}","{'queryScore': 0.4, 'fieldScore': {'district': 0.68}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/276-thumb245x150-4di9c49r.jpg,Koh Pdao,"At Koh Pdao, an island in the Mekong, visitors will find the Koh Pdao Dolphin Pool, one of the few places",Kratie,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/275-thumb245x150-eqfd10d8.jpg,"ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា","It is a historical and cultural tourist spot located at Chambok commune, Prek Prasob district along the north",Kratie,here:cm:namedplace:28376604,"{'label': 'ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពង់ត្រាច', 'district': 'ភ្នំប្រាសាទ', 'postalCode': '070608'}","{'lat': 10.55661, 'lng': 104.52949}","{'west': 104.50535, 'south': 10.52989, 'east': 104.56637, 'north': 10.57545}","{'queryScore': 0.53, 'fieldScore': {'district': 0.67}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/274-thumb245x150-1_77.png,Kampi Picnic,"Kampi is a natural attraction in Kratie Province that is situated alongside the Mekong River, approximately 16",Kratie,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/273-thumb245x150-13618277993_5a2e9ba765_b.jpg,"សំបុក, ចិត្របុរី, កម្ពុជា",Phnom Sambok is a hill is covered by various kinds of trees labeled with scientific names. At the top of the h...,Kratie,here:cm:namedplace:28376209,"{'label': 'សំបុក, ចិត្របុរី, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ក្រចេះ', 'city': 'ចិត្របុរី', 'district': 'សំបុក', 'postalCode': '100507'}","{'lat': 12.70507, 'lng': 106.14882}","{'west': 106.01573, 'south': 12.56975, 'east': 106.31338, 'north': 12.79025}","{'queryScore': 0.55, 'fieldScore': {'district': 1.0}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/272-thumb245x150-shutterstock-1164494074.png,Kampi Dolphin Site,"Kampi is the name of a small village situated at the east bank of the Mekong River, 15km north of Kratie on",Kratie,,,,,
,Koh Pdao,"At Koh Pdao, an island in the Mekong, visitors will find the Koh Pdao Dolphin Pool, one of the few places",Kratie,,,,,
,"ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា","It is a historical and cultural tourist spot located at Chambok commune, Prek Prasob district along the north",Kratie,here:cm:namedplace:28376604,"{'label': 'ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពង់ត្រាច', 'district': 'ភ្នំប្រាសាទ', 'postalCode': '070608'}","{'lat': 10.55661, 'lng': 104.52949}","{'west': 104.50535, 'south': 10.52989, 'east': 104.56637, 'north': 10.57545}","{'queryScore': 0.53, 'fieldScore': {'district': 0.67}}"
,"ភ្នំពេញ, កម្ពុជា",Phnom Preah is a historical and cultural site 1 km west of Chhlong Market. It has a small hermitage and a big,Kratie,here:cm:namedplace:28376519,"{'label': 'ភ្នំពេញ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ភ្នំពេញ', 'city': 'ភ្នំពេញ'}","{'lat': 11.56261, 'lng': 104.87914}","{'west': 104.71271, 'south': 11.42143, 'east': 105.04495, 'north': 11.73651}","{'queryScore': 0.8, 'fieldScore': {'city': 0.89}}"
,"វិហារសួគ៌, ខ្សាច់កណ្ដាល, កម្ពុជា",Vihear Sarsar Mouy Rouy is a pagoda well-known for its history and as a place of pilgrimage for residents,Kratie,here:cm:namedplace:28377369,"{'label': 'វិហារសួគ៌, ខ្សាច់កណ្ដាល, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កណ្ដាល', 'city': 'ខ្សាច់កណ្ដាល', 'district': 'វិហារសួគ៌', 'postalCode': '080218'}","{'lat': 11.66559, 'lng': 105.0387}","{'west': 105.02023, 'south': 11.64464, 'east': 105.07686, 'north': 11.70146}","{'queryScore': 0.4, 'fieldScore': {'district': 0.68}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/276-thumb245x150-4di9c49r.jpg,Koh Pdao,"At Koh Pdao, an island in the Mekong, visitors will find the Koh Pdao Dolphin Pool, one of the few places",Kratie,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/275-thumb245x150-eqfd10d8.jpg,"ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា","It is a historical and cultural tourist spot located at Chambok commune, Prek Prasob district along the north",Kratie,here:cm:namedplace:28376604,"{'label': 'ភ្នំប្រាសាទ, កំពង់ត្រាច, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កំពត', 'city': 'កំពង់ត្រាច', 'district': 'ភ្នំប្រាសាទ', 'postalCode': '070608'}","{'lat': 10.55661, 'lng': 104.52949}","{'west': 104.50535, 'south': 10.52989, 'east': 104.56637, 'north': 10.57545}","{'queryScore': 0.53, 'fieldScore': {'district': 0.67}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/274-thumb245x150-1_77.png,Kampi Picnic,"Kampi is a natural attraction in Kratie Province that is situated alongside the Mekong River, approximately 16",Kratie,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/273-thumb245x150-13618277993_5a2e9ba765_b.jpg,"សំបុក, ចិត្របុរី, កម្ពុជា",Phnom Sambok is a hill is covered by various kinds of trees labeled with scientific names. At the top of the h...,Kratie,here:cm:namedplace:28376209,"{'label': 'សំបុក, ចិត្របុរី, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ក្រចេះ', 'city': 'ចិត្របុរី', 'district': 'សំបុក', 'postalCode': '100507'}","{'lat': 12.70507, 'lng': 106.14882}","{'west': 106.01573, 'south': 12.56975, 'east': 106.31338, 'north': 12.79025}","{'queryScore': 0.55, 'fieldScore': {'district': 1.0}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/272-thumb245x150-shutterstock-1164494074.png,Kampi Dolphin Site,"Kampi is the name of a small village situated at the east bank of the Mekong River, 15km north of Kratie on",Kratie,,,,,
,Rum Near II Waterfall,"The Romanea Pee (II) Waterfall is located in Pourang Village, Sèn Monorom Commune, Oreang District; 12",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/242-thumb245x150-P1100113.jpg,Phnom Kraol Cultural Resort,"- Location : Orayes Village, Sre Sangkom Commune, Koh Nheak District, Mondulkiri Province, 3 km from",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/241-thumb245x150-shutterstock-783250963.png,Pou Tang Village,"Location : Poules and Pouchhob villages, Dakdam Commune, Ou Reang District, Mondulkiri Province, 20 km",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/240-thumb245x150-vj6w31z2.jpg,Tree Ocean (Samuth Chher),"Tree Ocean (Samuth Cher) is located in the northwest of Sen Monorom district, Mondoulkiri Province near",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/239-thumb245x150-s90qyit6.jpg,Romanea I Waterfall,"The Romanea Muoy Waterfall is sited in Poutrou Village, Sèn Monorom Commune, Oreang District; 17 km",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/238-thumb245x150-x0otiuo5.jpg,Lumphat Wildlife Sanctuary,"Lumphat Wildlife Sanctuary is the part of Mondulkiri wildlife sanctuary, is one of Cambodia’s natural",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/237-thumb245x150-Bosra watefall.jpg,"ជ្រៃឡោះ, ពញាឮ, កម្ពុជា","The Chrey Yos Waterfall is located in Laoka Village, Sokhdom Commune and Pouloung Village, Romanea",Mondulkiri,here:cm:namedplace:28377247,"{'label': 'ជ្រៃឡោះ, ពញាឮ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កណ្ដាល', 'city': 'ពញាឮ', 'district': 'ជ្រៃឡោះ', 'postalCode': '080802'}","{'lat': 11.71434, 'lng': 104.7822}","{'west': 104.73029, 'south': 11.69807, 'east': 104.81744, 'north': 11.73635}","{'queryScore': 0.41, 'fieldScore': {'district': 0.78}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/236-thumb245x150-P1100024.jpg,"ឈ្វាង, ពញាឮ, កម្ពុជា","The Or Chhvéng Waterfall is located in Poutrom Village, Romanea Commune, Sèn Monorom District; 12 km",Mondulkiri,here:cm:namedplace:28377244,"{'label': 'ឈ្វាង, ពញាឮ, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'កណ្ដាល', 'city': 'ពញាឮ', 'district': 'ឈ្វាង', 'postalCode': '080801'}","{'lat': 11.68514, 'lng': 104.76967}","{'west': 104.72919, 'south': 11.66456, 'east': 104.80512, 'north': 11.70114}","{'queryScore': 0.39, 'fieldScore': {'district': 0.87}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/235-thumb245x150-28221315151_802d99437a_b.jpg,Mondulkiri Protected Forest,"Started in 2005, The Eastern Plains Landscape (EPL) project, located in northeastern Cambodia, covers 2",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/234-thumb245x150-slidesow-Mondul-Kiri-Province.jpg,Lèng Tao Waterfall,"The Lèng Tao Waterfall is located in Pouloung Village, Romanea Commune, Sèn Monorom District; 15 km from",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/232-thumb245x150-003.jpg,Lek Pok Bras,"The Lek Pok Bras Waterfall is located in Romanea Commune, Sen Monorom District; 13 km from the provincial",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/229-thumb245x150-ortoengloeng.jpg,Ka Chanh Waterfall,"The Or Toeng Loeng Waterfall is located in Mémang Commune, Keo Seima District; 30 km away from the",Mondulkiri,here:pds:place:116w6kjf-78cb98dc8ecf5a29fda1291c3c01449f,"{'lat': 13.69248, 'lng': 106.98903}","[{'lat': 13.69259, 'lng': 106.98911}]","[{'id': '350-3500-0235', 'name': 'Waterfall', 'primary': True}]","{'queryScore': 0.57, 'fieldScore': {'city': 0.64, 'placeName': 0.41}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/228-thumb245x150-leng-khin-is-mondulkiris-highest-waterfall-measuring-25m-in-the-dry-season-and-28m-in-the-rainy-season.-pha-lina.jpg,Lèng Khin Waterfall,"The Lèng Khin Waterfall is located in Pouyam Village, Sèn Monorom Commune, Oreang District; 26 km away",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/227-thumb245x150-Forest_in_Mondulkiri.jpg,Dei Ey Community Homestay,Dei Ey lies on road 76 from Sen Monorom to Kho Ngek district. And is 46 km from Sen Monorom. Dei Ey,Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/224-thumb245x150-Phnom-Nam-Lear-3.jpg,Phnom Nam Lear Wildlife Sanctuary,"It has an area of 475 kilometer squares, 45km from the town, it is known for the beautiful scenic beauty",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/223-thumb245x150-9552665509_0e9ddf64d5_b.jpg,Phnom Dos Kramom Resort,"The Yok Sros Phlom or Phnom Dos Kramom Resort is located in Dos Kramom Village, Sokhdom Commune,",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/222-thumb245x150-maxresdefault.jpg,Bousra Waterfall,"Locates at Sen Monorum District in five-kilometer distance from the provincial town by red soil trail, Along",Mondulkiri,here:pds:place:116aabd1-307ab5401adb002e8aaee19ca5e7a40d,"{'lat': 12.457, 'lng': 107.18081}","[{'lat': 12.45688, 'lng': 107.18076}]","[{'id': '350-3500-0235', 'name': 'Waterfall', 'primary': True}]","{'queryScore': 0.84, 'fieldScore': {'city': 0.75, 'placeName': 0.47}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/220-thumb245x150-P1100010.jpg,Riverside,Riverside locates at Koh Nhek District in 150-kilometer distance from the provincial town. The riverside has,Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/219-thumb245x150-shutterstock-674796343.png,Plantation of Pinetrees,Pinetrees located at Sen Monorum District in six-kilometer distances from the provincial town by the National,Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/218-thumb245x150-Chrey-Thom-Waterfall.png,"ជ្រៃធំ, រមាសហែក, កម្ពុជា",It locates at Sen Monorum District in 43-kilometer distance from the provincial town. During the dry season,Mondulkiri,here:cm:namedplace:28375921,"{'label': 'ជ្រៃធំ, រមាសហែក, កម្ពុជា', 'countryCode': 'KHM', 'countryName': 'កម្ពុជា', 'county': 'ស្វាយរៀង', 'city': 'រមាសហែក', 'district': 'ជ្រៃធំ', 'postalCode': '200406'}","{'lat': 11.42826, 'lng': 105.72896}","{'west': 105.6703, 'south': 11.38489, 'east': 105.77649, 'north': 11.46657}","{'queryScore': 0.44, 'fieldScore': {'district': 0.89}}"
https://tourismcambodia.org/storage/uploads/contents/thumb/217-thumb245x150-shutterstock-771203974.png,Bousra Waterfall,"The Bousra Waterfall is conveniently located in Pech Chenda District, 43 kilometers from Sen Monorom. It",Mondulkiri,,,,,
,Rum Near II Waterfall,"The Romanea Pee (II) Waterfall is located in Pourang Village, Sèn Monorom Commune, Oreang District; 12",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/242-thumb245x150-P1100113.jpg,Phnom Kraol Cultural Resort,"- Location : Orayes Village, Sre Sangkom Commune, Koh Nheak District, Mondulkiri Province, 3 km from",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/241-thumb245x150-shutterstock-783250963.png,Pou Tang Village,"Location : Poules and Pouchhob villages, Dakdam Commune, Ou Reang District, Mondulkiri Province, 20 km",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/240-thumb245x150-vj6w31z2.jpg,Tree Ocean (Samuth Chher),"Tree Ocean (Samuth Cher) is located in the northwest of Sen Monorom district, Mondoulkiri Province near",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/239-thumb245x150-s90qyit6.jpg,Romanea I Waterfall,"The Romanea Muoy Waterfall is sited in Poutrou Village, Sèn Monorom Commune, Oreang District; 17 km",Mondulkiri,,,,,
https://tourismcambodia.org/storage/uploads/contents/thumb/238-thumb245x150-x0otiuo5.jpg,Lumphat Wildlife Sanctuary,"Lumphat Wildlife Sanctuary is the part of Mondulkiri wildlife sanctuary, is one of Cambodia’s natural",Mondulkiri,,,,,
