id,province_id,image_src,title,description,province_name
179,54,https://tourismcambodia.org/storage/uploads/contents/thumb/300-thumb245x150-185.jpg,Koh Mool Resort (Kor Kong Krau),"Known as the “largest island in Cambodia”, Koh Mool is only a short trip from the charming town of Koh",កោះកុង
180,54,https://tourismcambodia.org/storage/uploads/contents/thumb/299-thumb245x150-khun-chhang-khun-phen-stupa.jpg,Khun Chhlagn Khun Phen Resort,The Khun Chhalgn Khun Phen Resort is situated at a strategic point in front of the provincial town of Koh,កោះកុង
181,54,https://tourismcambodia.org/storage/uploads/contents/thumb/298-thumb245x150-lam-da-beach-koh-kong.jpg,Lam Da Beach,"At Lam Da Beach, you can spend some time amidst sea, sand and serenity. The long stretch of golden beach",កោះកុង
182,54,https://tourismcambodia.org/storage/uploads/contents/thumb/297-thumb245x150-shutterstock-61481956.png,Kbal Chhay Prek Koh Waterfall,The Kbal Chhay Prek Koh Waterfalls offer spectacular views and an escape to serenity. The falls are situated i...,កោះកុង
183,54,https://tourismcambodia.org/storage/uploads/contents/thumb/296-thumb245x150-shutterstock-3139586.png,Sner Beach,Sner Beach is a frequently visited tourist attraction in Koh Kong. Visitors from different corners of the worl...,កោះកុង
184,55,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-04-06-38-00am-thumb245x150.jpg,Prasat Yeah Puon Group,"Prasat Yeah Puon Group comprised a total of 22 sanctuaries (5 have octagonal shapes) with two wall rampart,",កំពង់ធំ
185,55,https://tourismcambodia.org/storage/uploads/contents/thumb/307-thumb245x150-6775766417_54da0f22dc_b.jpg,Prey Pros,"Prey Pros is a natural and cultural site located at Prey Pros Village, Prey Preal Commune, Kampong Svay",កំពង់ធំ
186,55,https://tourismcambodia.org/storage/uploads/contents/thumb/306-thumb245x150-shutterstock-1132481069.png,Phnom Santuk,Phnom Santuk Mountain has many Buddha statues carved from great mountain rock including three big,កំពង់ធំ
187,55,https://tourismcambodia.org/storage/uploads/contents/thumb/305-thumb245x150-Prasat-Kuh-Nokor.jpg,Wat Kuhak Nokor,Wat Kuhak Nokor is an eleventh-century site with a collection of laterite and sandstone buildings in a well-,កំពង់ធំ
188,55,https://tourismcambodia.org/storage/uploads/contents/thumb/304-thumb245x150-far-east-vacation-prasat-andet-temple.jpg,Andet Temple,"Andet temple, built in the Prei Kmeng style with one single brick tower, now nestles snugly alongside a",កំពង់ធំ
189,55,https://tourismcambodia.org/storage/uploads/contents/thumb/303-thumb245x150-shutterstock-677073961.png,Sambo Prei Kuh Temples,"Founded by King Isanavarman I during the seventh century, Sambo Prei Kuh was once the capital of Chenla",កំពង់ធំ
190,56,,Phnom Edtharoes,Phnom Edtharoes located at the Communes of Psardek and Phnom Bat in Ponhea Leu District. The mountain,កណ្ដាល
191,56,,Phnom Prasith,"It located at the communes of Ma Kak, Phnom Penh District and Chhving, Ponhea Leu District. To get there by",កណ្ដាល
192,56,,Wat Phnom Thom Mond,"Wat Phnom Thom Mond is located at Prek Koy Commune, Sa Ang District in the distance of 23.50 Kilometers",កណ្ដាល
193,56,,Tum Pek Pagoda,"Located at Krang Yau Commune, Sa ang District, Kandal province. Kandal province has 8,000-hectar landarea",កណ្ដាល
194,56,,Kean Svay Krau Pagoda,"Kean Svay Krau Pagoda is located at Phum Thum commune, Kean Svay District in total distance of 19 km",កណ្ដាល
195,56,https://tourismcambodia.org/storage/uploads/contents/thumb/314-thumb245x150-jmutzzmi.jpg,Sa Ang Mounain,Located at Sa Ang commune in distance of 23 km from Ta Khmao or 34 km from Phnom Penh and can be,កណ្ដាល
196,56,https://tourismcambodia.org/storage/uploads/contents/thumb/313-thumb245x150-0q62qk1p.jpg,Handicraft Centre,"Handicraft center is located at Koh Dach Commune, Mok Kampoul District at the middle of Mekong River.",កណ្ដាល
197,56,https://tourismcambodia.org/storage/uploads/contents/thumb/312-thumb245x150-maxresdefault.jpg,Ang Kor Chey Pagoda,"Ang Kor Chey Pagoda is located at Ban Tey Dek commune, Kean Svay District in total distance of 29km from",កណ្ដាល
198,56,https://tourismcambodia.org/storage/uploads/contents/thumb/311-thumb245x150-shutterstock-694466206.png,Koh Dach,Koh Dach located 20 km northeast of Phnom Penh and has an area of 30 square kilometers. It can be,កណ្ដាល
199,56,https://tourismcambodia.org/storage/uploads/contents/thumb/310-thumb245x150-shutterstock-1193761471.png,Phnom Udong,"About 40 kilometers northwest of Phnom Penh along National Route 5, a mountain topped with the spires",កណ្ដាល
200,57,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-04-10-40-37am-thumb245x150.jpg,Ta Mao Zoo (Phnom Ta Mao),"About 10 kilometers further down the same road No 2 from Ta Prom temple, Ta Mao Zoo enjoys a",តាកែវ
201,57,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-04-10-29-42am-thumb245x150.png,Neang Khmao,A brick and sandstone temple in poor condition about 10 km from Ta Mao Zoo further along National Route 2.,តាកែវ
202,57,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-04-10-09-58am-thumb245x150.jpg,Visiting a silk and Kroma manufacturing village,"Cambodian farmers make traditional silk all throughout the kingdom but for day tripping, it may convenient to",តាកែវ
203,57,https://tourismcambodia.org/storage/uploads/contents/thumb/323-thumb245x150-shutterstock-553544932(1).png,Phnom Chiso,"High on a mountain, this beautiful temple with spectacular views lies at the end of a 412 step walk from the",តាកែវ
204,57,https://tourismcambodia.org/storage/uploads/contents/thumb/322-thumb245x150-e07vo7ka.jpg,Phnom Bayong Koa Temple,"Some 40 km away from the central city of Takeo province, are two groups of ruins dating back to the Pre-",តាកែវ
205,57,https://tourismcambodia.org/storage/uploads/contents/thumb/321-thumb245x150-new-Angkor-Borie.jpg,Ta Nhean temple,Some 3 km away from the Bayong Koa temple is Ta Nhean (which means 'grandfather Nhean' in Khmer,តាកែវ
206,57,https://tourismcambodia.org/storage/uploads/contents/thumb/320-thumb245x150-far-east-vacation-wat-phnom-khliang.jpg,Phnom Kleng Mountain,"Wat Phnom Kleng is one of the monasteries since 18th century, and built in the 1950s by a famous local",តាកែវ
207,57,https://tourismcambodia.org/storage/uploads/contents/thumb/319-thumb245x150-3.jpg,Angkor Borei and Ta Keo museum,"There're two museums have been established in Takeo province, one located at Angkor Borei district nearby",តាកែវ
208,57,https://tourismcambodia.org/storage/uploads/contents/thumb/318-thumb245x150-0ubwy20z.jpg,Tonlé Bati Resort,"The Tonlé Bati is a small lake located along the National Road 2, about 35 km south of Phnom Penh. It is a",តាកែវ
209,58,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-01-08-43-29am-thumb245x150.jpg,Kamping Poy lake,"The Kamping Poy lake was created by the Khmer Rouge using slave labour to build. Over 10,000 Cambodians",បាត់ដំបង
210,58,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-01-08-08-49am-thumb245x150.png,Sangker River,"Battambang city is built along the Sangker river. Because Sangker river and Tonle Sap Lake is connected,",បាត់ដំបង
211,58,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-01-08-03-17am-thumb245x150.png,Bamboo Train,Enjoy a unique experience on the “Bamboo Train” in the middle of the lush countryside.The Bamboo Train,បាត់ដំបង
212,58,https://tourismcambodia.org/storage/uploads/contents/thumb/329-thumb245x150-adoa7fzo.jpg,Ba Set Temple,"Ba Set Temple was built during the reign of King, Soriyak Varman I (1002–1050) and located on a hill at Ba",បាត់ដំបង
213,58,https://tourismcambodia.org/storage/uploads/contents/thumb/328-thumb245x150-seksork.jpg,Sek Sak Resort,"Sek Sak is a natural resort, which has been popular since before the civil war. Sek Sak stretches along the",បាត់ដំបង
214,58,https://tourismcambodia.org/storage/uploads/contents/thumb/327-thumb245x150-shutterstock-540123775.png,Watt Ek Phnom,"Watt Ek Phnom, a modern pagoda, sits next to some 11th century Angkorian ruins built as Hindu temples",បាត់ដំបង
215,58,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2020-04-10-07-33-29am-thumb245x150.jpg,"Phnom Sampov Mountain, Battambang Province","Phnom Sampov is a natural resort located along the national road 57 (former national road 10), in Phnom Sampov...",បាត់ដំបង
216,58,https://tourismcambodia.org/storage/uploads/contents/thumb/325-thumb245x150-shutterstock-1053449540.png,Prek Toal,"From Siem Reap you can make a daytrip to Prek Toal to see the impressive water bird spectacle, the pristine",បាត់ដំបង
217,59,https://tourismcambodia.org/storage/uploads/contents/thumb/336-thumb245x150-shutterstock-1013759077.png,Prey Nor Kor Knong-Krao Temple,Prey Nor Kor Knong-Krao Temple is a favorite haunt among tourists in Kampong Cham. The temple is located,កំពង់ចាម
218,59,https://tourismcambodia.org/storage/uploads/contents/thumb/335-thumb245x150-vht_559412714e65f9.35282537.jpg,King’s Residence,The King’s Residence in Kampong Cham is known as the dwelling abode of the monarchs who ruled Cambodia,កំពង់ចាម
219,59,https://tourismcambodia.org/storage/uploads/contents/thumb/334-thumb245x150-shutterstock-233000392(1).png,Preah Theat Teuk Chha,The Wat Phreah Theat Thmor Da Temple is an ancient site in Kampong Cham. Global travelers love to visit the,កំពង់ចាម
220,59,https://tourismcambodia.org/storage/uploads/contents/thumb/332-thumb245x150-6755160327_2f5c599b23_o.jpg,Phnom Han Chey,"Phnom Han Chey, also known as ""Chey Kiri Mountain,"" is located in the eastern part of Kampong Cham",កំពង់ចាម
221,59,https://tourismcambodia.org/storage/uploads/contents/thumb/331-thumb245x150-shutterstock-1070431220.png,Banteay Prey Nokor,"Banteay Prey Nokor, commonly called the “Historical Site of Luong Preah Sdech Korn,” is located in northern",កំពង់ចាម
222,60,https://tourismcambodia.org/storage/uploads/contents/thumb/341-thumb245x150-cambodia-tour-packages-kampong-chhang.jpg,Wat Phnom Robath,Plan a tour to Kampong Chhnang with your best pals and relatives for a relaxing holiday. A visit to,កំពង់ឆ្នាំង
223,60,https://tourismcambodia.org/storage/uploads/contents/thumb/340-thumb245x150-Kampong-Chhnang-Cambodia.jpg,Phnom Krang Romeas,"Kampong Chhnang, the capital of Kampong Chhnang Province is a celebrated river port town of Cambodia. Kampong...",កំពង់ឆ្នាំង
224,60,https://tourismcambodia.org/storage/uploads/contents/thumb/339-thumb245x150-shutterstock-418420135.png,View of Tonle Sap Lake,Lake in the province of Kampong Chhnang serves as the main base for catching fish. View of Tonle Sap,កំពង់ឆ្នាំង
225,60,https://tourismcambodia.org/storage/uploads/contents/thumb/338-thumb245x150-attraction-Phnom Neang Kang Rey 1.jpg,Phnom Neang Kang Rey,"Among the major Tourist Attractions in Kampong Chhnang, the Phnom Neang Kang Rey, Kampong Chhnang",កំពង់ឆ្នាំង
226,61,https://tourismcambodia.org/storage/uploads/contents/thumb/347-thumb245x150-CBPCK8.jpg,Te Teuk Pus Hot Spring,"Te Teuk Pus Hot Spring is located in front of Phnom Te in Phnom Te village, Sangke Sap commune, Oral",កំពង់ស្ពឺ
227,61,https://tourismcambodia.org/storage/uploads/contents/thumb/345-thumb245x150-phnom-prey-khmer.jpg,Phnom Prey Khmer Resort,"Phnom Prey Khmer Resort is the natural resort locating in Kram Pothi Village, Kram Pothi Commune, and",កំពង់ស្ពឺ
228,61,https://tourismcambodia.org/storage/uploads/contents/thumb/344-thumb245x150-attraction-Cambodia Golf & Country Club Kampong Speu.jpg,Cambodia Golf and Country Club,Cambodia Golf & Country Club is one of the oldest golf courses in Cambodia. The first nine holes have wide,កំពង់ស្ពឺ
229,61,https://tourismcambodia.org/storage/uploads/contents/thumb/343-thumb245x150-shutterstock-357075494.png,Kirirom National Park,Kirirom National Park was initially established as a holiday resort and tourist city in 1945. The area was nam...,កំពង់ស្ពឺ
230,62,https://tourismcambodia.org/storage/uploads/contents/thumb/352-thumb245x150-shutterstock-1151757431.png,Marble & Wood Carving,Pursat province is the only region where marble is found and therefore Pursat is very famous throughout the,ពោធិ៍សាត់
231,62,https://tourismcambodia.org/storage/uploads/contents/thumb/351-thumb245x150-shutterstock-73420891.png,"Kampong Luong, Tonle Sap Great Lake",The floating village of Kampong Luong on the Tonle Sap is the most unique and interesting place to visit in,ពោធិ៍សាត់
232,62,https://tourismcambodia.org/storage/uploads/contents/thumb/350-thumb245x150-shutterstock-1096166921.png,Chrak La Eang waterfall,"Chrak La Eang waterfall is a sight of natural beauty, with views of the waterfall and forests. Visitors can sw...",ពោធិ៍សាត់
233,62,https://tourismcambodia.org/storage/uploads/contents/thumb/349-thumb245x150-kXHMuUZ.jpg,Koh Sampov Meas,"Koh Sampov Meas Island Park lies in the middle of the Pursat River, just in front of the Pursat hospital, 1km",ពោធិ៍សាត់
234,63,https://tourismcambodia.org/storage/uploads/contents/thumb/355-thumb245x150-oddor-meanchey-travel-guide.jpg,Waterfall of Cham Pey (Waterfall of La Ang Tathong),"The La Ang Tathong Waterfall, is located about 35km from the provincial town along the road No 68. A",ឧត្តរមានជ័យ
235,63,https://tourismcambodia.org/storage/uploads/contents/thumb/354-thumb245x150-shutterstock-1156722217.png,The Cultural Site of Khmer Rouge (Tamu House),The Cultural Site of the Khmer Rouge displays statues depicting the lifestyle and troop arrangement of Khmer,ឧត្តរមានជ័យ
236,64,https://tourismcambodia.org/storage/uploads/contents/thumb/360-thumb245x150-6056204256_d07a74e16d_b.jpg,The Otavao waterfall eco-tourism,"Otavao resort is along the Phnom Khiev. There is 9 kilometers distance from the Pailin city, and there are",បៃលិន
237,64,https://tourismcambodia.org/storage/uploads/contents/thumb/359-thumb245x150-pailin-travel-guide.jpg,Phnom Keuy Resort,"Phnom Keuy Resort, sometimes referred to as the Blue Mountain Waterfalls, is a natural attraction in Pailin Pr...",បៃលិន
238,64,https://tourismcambodia.org/storage/uploads/contents/thumb/358-thumb245x150-attraction-Goh-Ay Mountain 1.jpg,Goh-Ay Mountain,Goh-Ay Mountain in Pailin City is really a wonderful and nice place to visit. The location of the Goh-Ay,បៃលិន
239,64,https://tourismcambodia.org/storage/uploads/contents/thumb/357-thumb245x150-shutterstock-1237155439.png,Phnom Yat,"In 1922, the Shan migrants built the Wat Phnom Yat on top of Phnom Yat. This is a place of worship at the",បៃលិន
240,65,https://tourismcambodia.org/storage/uploads/contents/thumb/366-thumb245x150-new-Baray An Det Resort.jpg,Viel Brang,"Viel Brang (Veal Brang) In the City, Prey Veng is one of the natural Prey Veng Tourist Attractions. The countr...",ព្រៃវែង
241,65,https://tourismcambodia.org/storage/uploads/contents/thumb/365-thumb245x150-new-Nokor Phnom.jpg,Nokor Phnom,"Nokor Phnom is located in Roung Dam Rei Village, Cheung Phnom Commune, Bar Phnom District, about 45",ព្រៃវែង
242,65,https://tourismcambodia.org/storage/uploads/contents/thumb/364-thumb245x150-cambodia-travel-to-Vihear-Chan-Temple.jpg,Vihear Chan Temple,"Vihear Chan Temple is located in Rong Dam Rey Village Cheung Phnom Commune, Bar Phnom District,",ព្រៃវែង
243,65,https://tourismcambodia.org/storage/uploads/contents/thumb/363-thumb245x150-cambodia-travel-to-Ba-Phnom.jpg,Ba Phnom Resort,"Former old Capital named Nor Kor Phnom. Nowadays, it remains some evident like an ancient temple called Pra",ព្រៃវែង
244,65,https://tourismcambodia.org/storage/uploads/contents/thumb/362-thumb245x150-23bprey-veng-province-10-07-2014--10-26-49.jpg,Baray Andet Resort,"Located at Baray village, Baray commune, Prey Veng District in three-Kilometer distance west of theprovincial",ព្រៃវែង
245,66,,Bavet International Border,Located 48 kilometers from Svay Rieng provincial town is the international border with Vietnam. The Bavet checkpoint is the main international border crossing for people...,ស្វាយរៀង
246,66,,Prey Basak,Located in Svay Rieng District at the Southeast of the provincial town in the distance of 8.5 kilometers from the provincial town. The area of Prey Basak has 84 square me...,ស្វាយរៀង
247,44,,central market,"Central Market, the Phsar Thmey built in 1937, is a stylish Art Décor rotunda with wings extending in four different directions.",ភ្នំពេញ
248,44,,Norodom Sihanouk  Memorial,The memorial is dedicated to the late king’s accomplishment in liberating  Cambodia from France in November of 1953.,ភ្នំពេញ
249,44,,NIGHT CRUISE,"One of the more popular tour programs in Phnom Penh is a night cruise on the Mekong river, leisurely enjoying the stars in a romantic environment.",ភ្នំពេញ
250,44,,WIN WIN  MEMORIAL,"Built to commemorate the success of Prime Minister Hun Sen’s Win-Win policy that brought the return of solarity and peace to the nation, the Win-Win Memorial stands as a...",ភ្នំពេញ
251,44,,Tuol Tompoung Market,"The Toul Tum Poung market, also known as the Russian market, is Must Visit of Phnom Penh.",ភ្នំពេញ
252,44,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2020-06-04-03-22-59am-thumb245x150.jpg,"My lockdown fantasy: I wish I was back in the bustling, mind-blowing beauty of Phnom Penh","Hovering like a banana-coloured flying saucer above the dusty, congested streets of scooters and cyclo taxis,...",ភ្នំពេញ
253,44,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-08-05-48am-thumb245x150.png,Wat Phnom (Wat Phnom Daun Penh),The Wat Phnom temple is the most significant of all the temples in Phnom Penh.  It is from here that the city...,ភ្នំពេញ
254,44,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-02-27-08-08-12am-thumb245x150.png,Royal Palace,The Royal Palace of Cambodia is a complex of buildings although it is generally understood to be the royal abo...,ភ្នំពេញ
255,44,https://tourismcambodia.org/storage/uploads/contents/thumb/162-thumb245x150-shutterstock-1120064264.png,National Museum,The National Museum of Cambodia in Phnom Penh is the country’s leading historical and archaeological museum in...,ភ្នំពេញ
256,44,https://tourismcambodia.org/storage/uploads/contents/thumb/163-thumb245x150-shutterstock-1151568635.png,Independence Monument (Vimean Ekareach),"Located at the intersection of Norodom Boulevard and Sihanouk Boulevard in the heart of Phnom Penh city, the I...",ភ្នំពេញ
257,44,https://tourismcambodia.org/storage/uploads/contents/thumb/172-thumb245x150-shutterstock-126482903.png,Ounalom Monastery,The origin of the Ounalom Pagoda can be traced to as far back as the 15th Century. It was built in 1422 by,ភ្នំពេញ
258,44,https://tourismcambodia.org/storage/uploads/contents/thumb/ministry-of-tourism-cambodia-2019-03-20-10-22-57am-thumb245x150.jpg,Riverfront,"The park-like Riverfront is a great place to spend a day absorbing local flavours; watch the people unwind, en...",ភ្នំពេញ
259,44,https://tourismcambodia.org/storage/uploads/contents/thumb/168-thumb245x150-shutterstock-1251727690.png,River Cruise,"Rivers are the foundation of our society. The mighty Mekong River is indeed, in more ways than one, the lifeli...",ភ្នំពេញ
260,44,https://tourismcambodia.org/storage/uploads/contents/thumb/170-thumb245x150-shutterstock-1168390129.png,Choeung Ek Memorial (The Killing Fields),"Located about 17km south of Phnom Penh, Choeung Ek was once an orchard and a Chinese graveyard. It",ភ្នំពេញ
261,44,https://tourismcambodia.org/storage/uploads/contents/thumb/169-thumb245x150-shutterstock-706219276.png,Toul Sleng Genocide Museum (S-21),"Prior to 1975, Toul Sleng was a high school. When the Khmer Rouge came to power it was converted into the",ភ្នំពេញ
262,44,https://tourismcambodia.org/storage/uploads/contents/thumb/174-thumb245x150-street-240-04.jpg,Street 240,"Street 240's tree shaded avenue harbors a unique collection of quality boutiques and souvenir shops,",ភ្នំពេញ
263,44,https://tourismcambodia.org/storage/uploads/contents/thumb/175-thumb245x150-inspiring_decor_ideas_from_phnom_penh-3.jpg,Street 178,Street 178 has long been known as 'Art Street' for the local sculpture shops and art galleries that line the,ភ្នំពេញ
264,45,https://tourismcambodia.org/storage/uploads/contents/thumb/215-thumb245x150-aa.jpg,Virachey National Park,"Picturesque natural forest, stunning mountains, plateaus, valleys, local ethnic communities and a diverse wild...",រតនគីរី
265,45,https://tourismcambodia.org/storage/uploads/contents/thumb/214-thumb245x150-393681708.jpg,Veal Ram Plang,"Veal Ram Plang got its name from the son of a hill tribe chief who lived in the area. According to legend, a l...",រតនគីរី
266,45,https://tourismcambodia.org/storage/uploads/contents/thumb/213-thumb245x150-896-9.jpg,Tat Tay Waterfall,The Tat Tay is a water-rapids that is best enjoyed from February to April. It is located along the Sre Pork Ri...,រតនគីរី
267,45,https://tourismcambodia.org/storage/uploads/contents/thumb/188-thumb245x150-shutterstock-1048274662.png,Se San River,"Located about 40km from northern part of the capital town of Banlung, the Se San is an all seasons river and o...",រតនគីរី
268,45,https://tourismcambodia.org/storage/uploads/contents/thumb/187-thumb245x150-shutterstock-1193171353.png,Ou’Sinlair Waterfall or 7-level waterfall,"Ou’Sinlair Waterfall is located in Lum Phat district, about 30km south-west of Banlung. There was no good road...",រតនគីរី
269,45,https://tourismcambodia.org/storage/uploads/contents/thumb/186-thumb245x150-886-9.jpg,Lumphat's Wildlife Harmony,"Lumphat Wildlife Sanctuary covers an area of 2,225 sq. km and charms visitors with its picturesque forests and...",រតនគីរី
270,45,https://tourismcambodia.org/storage/uploads/contents/thumb/184-thumb245x150-shutterstock-1064588393.png,Katieng Waterfall,From the top the view of the waterfall is pretty stunning. You can look out across to large trees on the oppos...,រតនគីរី
271,45,https://tourismcambodia.org/storage/uploads/contents/thumb/183-thumb245x150-shutterstock-1302654877.png,Kachanh Waterfall,"As the name suggests, this interesting site is located in the Kachanh Commune in the district of Banlung.",រតនគីរី
272,45,https://tourismcambodia.org/storage/uploads/contents/thumb/182-thumb245x150-20.1.2-eisey-patamak-mountain-orphnom-svay.jpg,Eisey Patamak Mountain,"Eisey Patamak Mountain or Phnom Eysei Patamak, is also known as Phnom Svay. Located about 2.5 km west of the B...",រតនគីរី
273,45,https://tourismcambodia.org/storage/uploads/contents/thumb/180-thumb245x150-ratanakiri-013.jpg,Cha Ung Waterfall,"The Cha Ung Waterfall is located in the Kreung hill tribe village of Cha Ung, in the district of Ou Chum.",រតនគីរី
274,45,https://tourismcambodia.org/storage/uploads/contents/thumb/178-thumb245x150-shutterstock-1237005625.png,Ethnic Minority Museum,"Near the shore of the Yeak Laom lake, is a museum built in traditional wooden style, to preserve and display a...",រតនគីរី
275,45,https://tourismcambodia.org/storage/uploads/contents/thumb/177-thumb245x150-an-aerial-view-shows-boeung-yeak-laom-lake-in-ratanakkiri-province.-wiki-commons.jpg,Yeak Laom Lake,Yeak Laom Lake is located about 5 kilometers southeast of central Banlung. This beautiful lake is a crater,រតនគីរី
276,46,,Rum Near II Waterfall,"The Romanea Pee (II) Waterfall is located in Pourang Village, Sèn Monorom Commune, Oreang District; 12",មណ្ឌលគីរី
277,46,https://tourismcambodia.org/storage/uploads/contents/thumb/242-thumb245x150-P1100113.jpg,Phnom Kraol Cultural Resort,"- Location : Orayes Village, Sre Sangkom Commune, Koh Nheak District, Mondulkiri Province, 3 km from",មណ្ឌលគីរី
278,46,https://tourismcambodia.org/storage/uploads/contents/thumb/241-thumb245x150-shutterstock-783250963.png,Pou Tang Village,"Location : Poules and Pouchhob villages, Dakdam Commune, Ou Reang District, Mondulkiri Province, 20 km",មណ្ឌលគីរី
279,46,https://tourismcambodia.org/storage/uploads/contents/thumb/240-thumb245x150-vj6w31z2.jpg,Tree Ocean (Samuth Chher),"Tree Ocean (Samuth Cher) is located in the northwest of Sen Monorom district, Mondoulkiri Province near",មណ្ឌលគីរី
280,46,https://tourismcambodia.org/storage/uploads/contents/thumb/239-thumb245x150-s90qyit6.jpg,Romanea I Waterfall,"The Romanea Muoy Waterfall is sited in Poutrou Village, Sèn Monorom Commune, Oreang District; 17 km",មណ្ឌលគីរី
281,46,https://tourismcambodia.org/storage/uploads/contents/thumb/238-thumb245x150-x0otiuo5.jpg,Lumphat Wildlife Sanctuary,"Lumphat Wildlife Sanctuary is the part of Mondulkiri wildlife sanctuary, is one of Cambodia’s natural",មណ្ឌលគីរី
282,46,https://tourismcambodia.org/storage/uploads/contents/thumb/237-thumb245x150-Bosra watefall.jpg,Chrey Yos Waterfall,"The Chrey Yos Waterfall is located in Laoka Village, Sokhdom Commune and Pouloung Village, Romanea",មណ្ឌលគីរី
283,46,https://tourismcambodia.org/storage/uploads/contents/thumb/236-thumb245x150-P1100024.jpg,Or Chhvéng Waterfall,"The Or Chhvéng Waterfall is located in Poutrom Village, Romanea Commune, Sèn Monorom District; 12 km",មណ្ឌលគីរី
284,46,https://tourismcambodia.org/storage/uploads/contents/thumb/235-thumb245x150-28221315151_802d99437a_b.jpg,Mondulkiri Protected Forest,"Started in 2005, The Eastern Plains Landscape (EPL) project, located in northeastern Cambodia, covers 2",មណ្ឌលគីរី
285,46,https://tourismcambodia.org/storage/uploads/contents/thumb/234-thumb245x150-slidesow-Mondul-Kiri-Province.jpg,Lèng Tao Waterfall,"The Lèng Tao Waterfall is located in Pouloung Village, Romanea Commune, Sèn Monorom District; 15 km from",មណ្ឌលគីរី
286,46,https://tourismcambodia.org/storage/uploads/contents/thumb/232-thumb245x150-003.jpg,Lek Pok Bras,"The Lek Pok Bras Waterfall is located in Romanea Commune, Sen Monorom District; 13 km from the provincial",មណ្ឌលគីរី
287,46,https://tourismcambodia.org/storage/uploads/contents/thumb/229-thumb245x150-ortoengloeng.jpg,Or Toeng Loeng Waterfall,"The Or Toeng Loeng Waterfall is located in Mémang Commune, Keo Seima District; 30 km away from the",មណ្ឌលគីរី
288,46,https://tourismcambodia.org/storage/uploads/contents/thumb/228-thumb245x150-leng-khin-is-mondulkiris-highest-waterfall-measuring-25m-in-the-dry-season-and-28m-in-the-rainy-season.-pha-lina.jpg,Lèng Khin Waterfall,"The Lèng Khin Waterfall is located in Pouyam Village, Sèn Monorom Commune, Oreang District; 26 km away",មណ្ឌលគីរី
289,46,https://tourismcambodia.org/storage/uploads/contents/thumb/227-thumb245x150-Forest_in_Mondulkiri.jpg,Dei Ey Community Homestay,Dei Ey lies on road 76 from Sen Monorom to Kho Ngek district. And is 46 km from Sen Monorom. Dei Ey,មណ្ឌលគីរី
290,46,https://tourismcambodia.org/storage/uploads/contents/thumb/224-thumb245x150-Phnom-Nam-Lear-3.jpg,Phnom Nam Lear Wildlife Sanctuary,"It has an area of 475 kilometer squares, 45km from the town, it is known for the beautiful scenic beauty",មណ្ឌលគីរី
291,46,https://tourismcambodia.org/storage/uploads/contents/thumb/223-thumb245x150-9552665509_0e9ddf64d5_b.jpg,Phnom Dos Kramom Resort,"The Yok Sros Phlom or Phnom Dos Kramom Resort is located in Dos Kramom Village, Sokhdom Commune,",មណ្ឌលគីរី
292,46,https://tourismcambodia.org/storage/uploads/contents/thumb/222-thumb245x150-maxresdefault.jpg,Sen Monorum Waterfall,"Locates at Sen Monorum District in five-kilometer distance from the provincial town by red soil trail, Along",មណ្ឌលគីរី
293,46,https://tourismcambodia.org/storage/uploads/contents/thumb/220-thumb245x150-P1100010.jpg,Riverside,Riverside locates at Koh Nhek District in 150-kilometer distance from the provincial town. The riverside has,មណ្ឌលគីរី
294,46,https://tourismcambodia.org/storage/uploads/contents/thumb/219-thumb245x150-shutterstock-674796343.png,Plantation of Pinetrees,Pinetrees located at Sen Monorum District in six-kilometer distances from the provincial town by the National,មណ្ឌលគីរី
295,46,https://tourismcambodia.org/storage/uploads/contents/thumb/218-thumb245x150-Chrey-Thom-Waterfall.png,Chrey Thom Waterfall,It locates at Sen Monorum District in 43-kilometer distance from the provincial town. During the dry season,មណ្ឌលគីរី
296,46,https://tourismcambodia.org/storage/uploads/contents/thumb/217-thumb245x150-shutterstock-771203974.png,Bousra Waterfall,"The Bousra Waterfall is conveniently located in Pech Chenda District, 43 kilometers from Sen Monorom. It",មណ្ឌលគីរី
297,47,,Pub Street,"Pub Street is so named because it is lined end to end on both sides by pubs, restaurants and shops.  This Centre for pubs, clubs, and bars, is filled with tourists around...",សៀមរាម
